MFI ID,MFI Name,MFI Full Name,Country,Region,Last known legal status,Last known profit status
101943,Bhoomika,Bhoomika,India,South Asia,NGO,Non-profit
150712,BID NBFI,,Mongolia,Eastern Europe and Central Asia,NBFI,Profit
168969,Bienestar,"Administradora de Caja Bienestar, S.A. de C.V., S.F.P.",Mexico,Latin America and The Caribbean,NBFI,Profit
101834,BIMAS,Business Initiative and Management Assistance Services,Kenya,Africa,NGO,Non-profit
150987,Bina Artha,PT Bina Artha Ventura,Indonesia,East Asia and the Pacific,NBFI,Profit
100006,BIRDS,Bharti Integrated Rural Development Society,India,South Asia,NGO,Non-profit
100149,BISCOL,Bindabasani Savings Cooperative Society Ltd,Nepal,South Asia,Credit Union / Cooperative,Non-profit
100062,BISWA,Bharat Integrated Social Welfare Agency,India,South Asia,NGO,Non-profit
101698,Bitechi Soluciones,"Bitechi Soluciones, S.A.P.I. de C.V., SOFOM, E.N.R.",Mexico,Latin America and The Caribbean,NBFI,Profit
168413,BK,Bank of Kigali,Rwanda,Africa,Bank,Unknown
104338,Blago,CCCC 'Blago',Russia,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
114832,B'MASS,Block Mahila Sanchyika Sangha,India,South Asia,Unknown,Non-profit
167885,BMF,BENIN MICRO FINANCE,Benin,Africa,NBFI,Profit
101232,BMM Córdoba,Fundación Banco Mundial de la Mujer Córdoba,Argentina,Latin America and The Caribbean,NGO,Non-profit
100859,BMSCCSL,Buddha Mahila Savings and Credit Cooperative Society Ltd.,Nepal,South Asia,Credit Union / Cooperative,Non-profit
102395,BMT Kayu Manis,BMT Kayu Manis,Indonesia,East Asia and the Pacific,Credit Union / Cooperative,Non-profit
102394,BMT Pelita Insani,BMT Pelita Insani,Indonesia,East Asia and the Pacific,Credit Union / Cooperative,Profit
101839,BMT Pringsewu,Shari’a Cooperative Baitul Mal Wat Tamwil Pringsewu,Indonesia,East Asia and the Pacific,Rural Bank,Profit
127209,BMT Sanama,BMT Sanama,Indonesia,East Asia and the Pacific,Credit Union / Cooperative,Unknown
176780,BNKC,BNKC (Cambodia) Microfinance Institution Plc,Cambodia,East Asia and the Pacific,Unknown,Unknown
169602,Bobrov Fund,Bobrov Fund,Russia,Eastern Europe and Central Asia,NBFI,Profit
100010,Bodhana,Tiruvalla Social Service Society,India,South Asia,NGO,Non-profit
169603,Boguchar Fund,Boguchar Fund,Russia,Eastern Europe and Central Asia,NBFI,Profit
102655,Bonzali RB,Bonzali Rural Bank Ltd,Ghana,Africa,Rural Bank,Profit
102023,Borimanga RB,Borimanga RB,Ghana,Africa,Rural Bank,Profit
169604,Borisoglebsk Fund,Borisoglebsk Fund,Russia,Eastern Europe and Central Asia,NBFI,Profit
176784,BORRIBO,BORRIBO Microfiance Institution PLC,Cambodia,East Asia and the Pacific,Unknown,Unknown
102584,BORVOR FINANCE,BORVOR FINANCE PLC,Cambodia,East Asia and the Pacific,NGO,Non-profit
133554,Bosak MFB,Bosak Microfinance Bank Limited,Nigeria,Africa,Bank,Profit
102057,Bosumtwi RB,Bosumtwi Rural Bank Limited,Ghana,Africa,Rural Bank,Profit
100405,BosVita,BosVita,Bosnia and Herzegovina,Eastern Europe and Central Asia,Unknown,Unknown
176742,Bovari va Hamkori MFI,Microfinance Institutions MDO “Bovari va Hamkori”,Tajikistan,Eastern Europe and Central Asia,Unknown,Unknown
101487,BPR,Banque Populaire du Rwanda S.A. (formerly UBPR),Rwanda,Africa,Bank,Unknown
104192,BPR Aditama Arta,PT. BPP Aditama Arta,Indonesia,East Asia and the Pacific,Unknown,Profit
100767,BPR AK,KBPR Arta Kencana,Indonesia,East Asia and the Pacific,Rural Bank,Profit
101903,BPR AMJ,BPR Arta Mranggenjaya,Indonesia,East Asia and the Pacific,Rural Bank,Profit
100816,BPR AN,KBPR Arta Nawa,Indonesia,East Asia and the Pacific,Rural Bank,Profit
101904,BPR ANug,BPR Arta Nugraha,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102420,BPR Artadamas Mandiri,BPR Artadamas Mandiri,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102386,BPR Arthakelola,BPR Arthakelola Cahayatama,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102304,BPR BBTM,BPR Bekasi Binatanjung Makmur,Indonesia,East Asia and the Pacific,Rural Bank,Profit
101901,BPR BCS,BPR Buana Citra Sejahtera,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102254,BPR Bhakti Daya Ekonomi,BPR Bhakti Daya Ekonomi,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102253,BPR BKK Cilacap,BPR BKK Cilacap,Indonesia,East Asia and the Pacific,Rural Bank,Profit
100694,BPR BMMS,BPR Bina Masyarakat Mandiri Sejahtera,Indonesia,East Asia and the Pacific,Rural Bank,Profit
104144,BPR CAS,PT. BPR Citra Artha Sedana,Indonesia,East Asia and the Pacific,Unknown,Profit
101870,BPR Citama,PT. BPR Cita Makmur Lestari,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102298,BPR Dana Agung Bakti,PT. BPR Dana Agung Bakti,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102500,BPR DMG,BPR Dana Multi Guna,Indonesia,East Asia and the Pacific,Rural Bank,Profit
100605,BPR Eka Ayu,PT BPR Eka Ayu Artha Buwana,Indonesia,East Asia and the Pacific,Rural Bank,Profit
101899,BPR Eka Usaha,BPR Eka Usaha,Indonesia,East Asia and the Pacific,Rural Bank,Profit
104009,BPR Hitamajaya,PT. BPR Hitamajaya Argamandiri,Indonesia,East Asia and the Pacific,Rural Bank,Profit
100387,BPR Kali,KBPR Kalimasada,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102247,BPR Kebomas,BPR Kebomas,Indonesia,East Asia and the Pacific,Rural Bank,Profit
104155,BPR NBP 11,PT. BPR NBP 11,Indonesia,East Asia and the Pacific,Rural Bank,Profit
104139,BPR NBP 19,PT. BPR NBP 19,Indonesia,East Asia and the Pacific,Unknown,Unknown
104184,BPR NBP 2,PT. BPR NBP 2,Indonesia,East Asia and the Pacific,Rural Bank,Profit
104143,BPR NBP 30,PT. BPR NBP 30,Indonesia,East Asia and the Pacific,Rural Bank,Profit
100778,BPR NSI,PT BPR Nur Semesta Indah,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102365,BPR Pinang Artha,BPR Pinang Artha,Indonesia,East Asia and the Pacific,Rural Bank,Profit
100536,BPR PKT,PT BPR Parta Kencana Tohpati,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102353,BPR Profidana,BPR Profidana Paramitra,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102294,BPR Pujon,BPR Pujon Jaya Makmur,Indonesia,East Asia and the Pacific,Rural Bank,Profit
104138,BPR SAS,PT. BPR Sejahtera Artha Sembada,Indonesia,East Asia and the Pacific,Unknown,Unknown
104182,BPR SKA,BPR Sukma Kemang Agung,Indonesia,East Asia and the Pacific,Unknown,Profit
102293,BPR Sukawati Pancakanti,BPR Sukawati Pancakanti,Indonesia,East Asia and the Pacific,Rural Bank,Profit
102296,BPR Surya Yudha Kencana,PT. BPR Surya Yudha Kencana,Indonesia,East Asia and the Pacific,Rural Bank,Profit
101840,BPR Taman Dhana,PT. BPR Taman Dhana,Indonesia,East Asia and the Pacific,Rural Bank,Profit
104132,BPR Wahana Sentra Artha,PT.BPR Wahana Sentra Artha,Indonesia,East Asia and the Pacific,Unknown,Unknown
101902,BPR WRD,BPR Wiradana,Indonesia,East Asia and the Pacific,Rural Bank,Profit
100191,BRAC - AFG,BRAC Afghanistan,Afghanistan,South Asia,NGO,Non-profit
115595,BRAC - LBR,BRAC Liberia,Liberia,Africa,Credit Union / Cooperative,Profit
101892,BRAC - LKA,BRAC Lanka (Guarantee) Limited,Sri Lanka,South Asia,NGO,Non-profit
115596,BRAC - SLE,BRAC Sierra Leone,Sierra Leone,Africa,NBFI,Profit
102213,BRAC - SS,BRAC Southern Sudan,South Sudan,Africa,NGO,Non-profit
101873,BRAC - TZA,BRAC Tanzania,Tanzania,Africa,NGO,Non-profit
101874,BRAC - UGA,BRAC Uganda,Uganda,Africa,NGO,Non-profit
100363,BRAC Bangladesh,BRAC,Bangladesh,South Asia,NGO,Non-profit
176370,BRAC Myanmar MFCL,BRAC Myanmar Microfinance Company Limited,Myanmar (Burma),East Asia and the Pacific,NGO,Profit
113688,BRAC Pakistan,BRAC - PAKISTAN,Pakistan,South Asia,NGO,Non-profit
162053,Brand Credit,Brand Credit NBCO,Azerbaijan,Eastern Europe and Central Asia,NBFI,Profit
102453,BRCCC,Bolschemurtinskyi RCCC,Russia,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
170807,BRD Finance,"AK ""BRD Finance""",Moldova,Eastern Europe and Central Asia,NBFI,Profit
100699,BRI,Bank Rakyat Indonesia,Indonesia,East Asia and the Pacific,Bank,Profit
150346,BRIIMC,Beijing Rower International Investment Management Consulting,"China, People's Republic of",East Asia and the Pacific,Other,Unknown
150069,Bromalah,Bromalah Abidjan,Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
166529,Bryanskiy Fond Mikrozaymov,Bryanskiy Fond Mikrozaymov,Russia,Eastern Europe and Central Asia,NBFI,Unknown
101931,BSA,Bajkul Sports Association,India,South Asia,NGO,Non-profit
100050,BSFL,Bharatiya Samruddhi Finance Ltd,India,South Asia,NBFI,Profit
176766,BSP FINANCE,BSP FINANCE (CAMBODIA) PLC,Cambodia,East Asia and the Pacific,Unknown,Unknown
101051,BSS,BSS Microfinance Pvt Ltd,India,South Asia,NBFI,Profit
102047,BTA Bank,BTA Bank (formerly Ineximbank),Kyrgyzstan,Eastern Europe and Central Asia,Bank,Profit
145718,BTV,Golden Hand Program,Vietnam,East Asia and the Pacific,NGO,Unknown
145720,BTWU,"Microfinance Program- Women's Union, Ben Tre Province",Vietnam,East Asia and the Pacific,NGO,Unknown
169695,Bukinda,BUKINDA CO-OPERATIVS VILLAGE FINANCIAL SERVICES LIMITED,Uganda,Africa,Credit Union / Cooperative,Unknown
127957,Buklod Multi-Purpose Cooperative,Buklod ng Buhay ARC Multi Purpose Cooperative,Philippines,East Asia and the Pacific,Credit Union / Cooperative,Unknown
115162,Buksh Foundation,,Pakistan,South Asia,NGO,Non-profit
100022,Bullock cart,Bullock-Cart Workers Development Association,India,South Asia,NGO,Non-profit
169688,Bunyaruguru Development SACCO,,Uganda,Africa,Credit Union / Cooperative,Unknown
176679,Bunyod M,MDO Bunyod M,Tajikistan,Eastern Europe and Central Asia,Unknown,Profit
169697,Burebero SACCO,,Uganda,Africa,Credit Union / Cooperative,Unknown
100301,BURO Bangladesh,"BURO Bangladesh, formerly BURO Tangail",Bangladesh,South Asia,NGO,Non-profit
100765,Buusaa Gonofaa,Buusaa Gonofaa,Ethiopia,Africa,NBFI,Profit
126955,Buuwuloso RB,Buuwuloso One-Stop Rural Bank Ltd,Ghana,Africa,Rural Bank,Profit
169689,Buyanja SACCO,,Uganda,Africa,Credit Union / Cooperative,Unknown
114827,BV Finans Invest,BV Finans Invest,Uzbekistan,Eastern Europe and Central Asia,NBFI,Profit
101625,BWA Kashkadarya,Kashkadarya Branch of the Business Women's Association,Uzbekistan,Eastern Europe and Central Asia,NGO,Non-profit
101488,BWDA,BWDA Finance Ltd,India,South Asia,NBFI,Profit
101941,BWDC,Bharathi Women Development Centre-Kattur,India,South Asia,NGO,Profit
132283,Bystriy Kredit,MCO Bystriy Kredit,Kazakhstan,Eastern Europe and Central Asia,NBFI,Profit
100226,BZMF,Beselidhja/Zavet Microfinance,Kosovo,Eastern Europe and Central Asia,NGO,Non-profit
102704,CAC,Caisse Agricole du Cameroun,Cameroon,Africa,Credit Union / Cooperative,Non-profit
101735,CACMU,Cooperativa de Ahorro y Crédito Mujeres Unidas,Ecuador,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
101227,CACOEC Sududiawdi,CACOEC Sududiawdi,Mali,Africa,Credit Union / Cooperative,Non-profit
115835,CACPE Pastaza,Cooperativa de Ahorro y Crédito de la Pequeña Empresa de Pastaza Ltda.,Ecuador,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
101481,CACPE Yantzaza,Cooperativa de Ahorro y Crédito de la pequeña empresa CACPE Yantzaza Ltda.,Ecuador,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
170163,CACPE ZAMORA,Cooperativa de Ahorro y Crédito de la Pequeña Empresa Zamora Chinchipe,Ecuador,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
116371,CACPECO Ltda.,Cooperativa de Ahorro y Crédito de la pequeña empresa de Cotopaxi Ltda.,Ecuador,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
100646,CADEFINANCE,CADEFINANCE,Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
101355,CAECE- Jigiseme,CAECE- Jigiseme,Mali,Africa,Credit Union / Cooperative,Non-profit
103754,CAF Isonga,Caisse des Affaires Financières Isonga LTD,Rwanda,Africa,Credit Union / Cooperative,Unknown
101699,CAFASA,"Consultores Agropecuarios y Forestales Asociados, S.A. de C.V.",Mexico,Latin America and The Caribbean,NBFI,Profit
102104,CAFODEC,"Centre d'Appui et de formation pour le développement, l'Epargne et le Credit et l'éducation Civique",Guinea,Africa,NBFI,Profit
102083,CAFPE BR-VT,Capital Aid Fund for Poor Employees and Civil Servants of Ba Ria – Vung Tau,Vietnam,East Asia and the Pacific,NGO,Non-profit
100487,Caisse de Sion,Caisse de Sion,Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
152714,Caisse le Salut,Caisse le Salut,Togo,Africa,Credit Union / Cooperative,Non-profit
101390,Caja Depac Poblana,Caja Depac Poblana S.C. de A.P. de R.L. de C.V,Mexico,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
100554,Caja Nor Perú,Caja Nor Perú,Peru,Latin America and The Caribbean,NBFI,Profit
100693,Caja Olocuilta,CAJA DE CREDITO DE OLOCUILTA,El Salvador,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
100599,Caja Popular Mexicana,"Caja Popular Mexicana, S.C. DE R.L. DE C.V.",Mexico,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
102192,Caja Popular Oblatos,"Caja Popular Oblatos, S.C. de A.P. de R.L. de C.V.",Mexico,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
176794,Cambodian Labor Care,Cambodian Labor Care PLC,Cambodia,East Asia and the Pacific,Unknown,Unknown
101037,CamCCUL,"Cameroon Co-operative Credit Union League, Ltd.",Cameroon,Africa,Credit Union / Cooperative,Non-profit
101387,CAME,"Consejo de Asistencia al Microemprendedor, S.A. de C.V., SFP",Mexico,Latin America and The Caribbean,NBFI,Profit
101450,CAMEC NATIONALE,Union des Caisses Mutualistes d'Epargne et de Crédit de l'Education et de la Culture,Mali,Africa,Credit Union / Cooperative,Non-profit
176776,CAMMA,CAMMA Microfinance Limited,Cambodia,East Asia and the Pacific,Unknown,Unknown
128973,CAMTES,Caisse Mutuelle l'Espoir,Benin,Africa,Credit Union / Cooperative,Non-profit
150360,CANARI,Caisse Nationale pour la Relance des Initiatives,Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
152544,CANDEVCO,CANDEVCO,Philippines,East Asia and the Pacific,Credit Union / Cooperative,Profit
100308,Cantilan Bank,"Cantilan Bank, Inc.",Philippines,East Asia and the Pacific,Rural Bank,Profit
170647,Cao Bang Poverty Reduction Fund,Cao Bang Poverty Reduction Fund,Vietnam,East Asia and the Pacific,Other,Unknown
100337,CAPAB,Centre d'Autofinancement pour la Promotion des Affaires à la Base,Togo,Africa,Credit Union / Cooperative,Non-profit
100597,CAPEC Dahra,Caisse populaire d'épargne et de crédit de Dahra,Senegal,Africa,Credit Union / Cooperative,Non-profit
101838,CAPES,CAPES,"Congo, Democratic Republic of the",Africa,NGO,Non-profit
104457,Capital,CCCC Capital,Russia,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
102596,Capital Finance,Capital Finance,Niger,Africa,Credit Union / Cooperative,Non-profit
176819,Capital Trust Microfinance,CAPITALTRUST MICROFINANCE PRIVATE LIMITED,India,South Asia,NBFI,Profit
176802,CapitalRongRoeung,CapitalRongRoeung Plc,Cambodia,East Asia and the Pacific,Unknown,Unknown
100004,Capitec Bank,Capitec Bank,South Africa,Africa,Bank,Profit
100527,CAPPED,Caisse de Participation à la Promotion des Entreprises et à leur Développement,"Congo, Republic of the",Africa,NGO,Non-profit
101807,CARB,Centre for Action Research - Barind,Bangladesh,South Asia,NGO,Unknown
102861,CARD AgroCredit,CARD AgroCredit UCO CJSC,Armenia,Eastern Europe and Central Asia,NBFI,Profit
100427,CARD Bank,"CARD Bank, Inc.",Philippines,East Asia and the Pacific,Rural Bank,Profit
102478,CARD Ghana,Centre for Agriculture and Rural Development International,Ghana,Africa,NGO,Non-profit
176750,CARD Myanmar,CARD Myanmar COMPANY LIMITED,Myanmar (Burma),East Asia and the Pacific,Other,Profit
100709,CARD NGO,"Center for Agriculture and Rural Development, Inc.",Philippines,East Asia and the Pacific,NGO,Non-profit
101385,CARE - CREEME,CARE de Honduras Programa de Crecimiento Económico de Microempresas (CREEME),Honduras,Latin America and The Caribbean,NGO,Non-profit
113960,CARE - GTM,CARE Guatemala,Guatemala,Latin America and The Caribbean,NGO,Non-profit
100198,Caribbean Microfinance - GRD,Caribbean Microfinance Ltd. - Grenada,Grenada,Latin America and The Caribbean,NBFI,Profit
100535,Caribbean Microfinance - LCA,Caribbean Microfinance Ltd. - St. Lucia,Saint Lucia,Latin America and The Caribbean,NBFI,Profit
134531,Caritas BD,Caritas Bangladesh,Bangladesh,South Asia,NGO,Non-profit
102168,Caritas Esteli,Caritas Esteli,Nicaragua,Latin America and The Caribbean,NGO,Non-profit
175268,Casa do empreendedor Londrina,INSTITUIÇÃO COMUNITÁRIA DE CRÉDITO DE LONDRINA,Brazil,Latin America and The Caribbean,NGO,Non-profit
101459,Casa do Microcrédito,Casa do Microcrédito,Brazil,Latin America and The Caribbean,NGO,Non-profit
100026,Cashpor,Cashpor Micro Credit,India,South Asia,NGO,Non-profit
101375,Caspian Invest,NBCO Caspian Invest LLC,Azerbaijan,Eastern Europe and Central Asia,NBFI,Profit
101789,Caucasus Credit,NBCO “Caucasus-Credit” LLC,Azerbaijan,Eastern Europe and Central Asia,NBFI,Profit
101748,CAURIE Micro Finance,Coopérative AUtonome pour le Renforcement des Initiatives Économiques par la Micro finance,Senegal,Africa,Credit Union / Cooperative,Non-profit
100883,CB,The Country Bank - Rural Bank of Bongabong  Oriental Mindoro  Inc.,Philippines,East Asia and the Pacific,Unknown,Unknown
103702,CB Lanka (Formerly CF Lanka),CB Lanka Microfinace,Sri Lanka,South Asia,NBFI,Unknown
100139,CBB,Chhimek Laghubitta Bikas Bank Limited,Nepal,South Asia,Rural Bank,Profit
150349,CBBL,Commercial Bank of Benxi Liaoning,"China, People's Republic of",East Asia and the Pacific,Bank,Unknown
128963,CBEC,Caisse Béninoise d'Epargne et de Crédit,Benin,Africa,Credit Union / Cooperative,Non-profit
101669,CBIRD,Cambodia Business Integrated in Rural Development,Cambodia,East Asia and the Pacific,NBFI,Profit
100545,CBMO,Cooperative Bank of Misamis Oriental  Inc.,Philippines,East Asia and the Pacific,Rural Bank,Profit
143502,CBSDP,Church of Bangladesh Social Development Programme,Bangladesh,South Asia,NGO,Non-profit
100418,CCA,Crédit Communautaire d'Afrique,Cameroon,Africa,NBFI,Profit
100486,CCAMETRO,Caja de Crédito Metropolitana,El Salvador,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
100675,CCB,Centre-Credit-Business Microcredit Agency,Kyrgyzstan,Eastern Europe and Central Asia,NBFI,Profit
100583,CCC,Casa Campesina de Cayambe,Ecuador,Latin America and The Caribbean,NGO,Non-profit
152543,CCCC,CADIZ CITY CREDIT COOPERATIVE,Philippines,East Asia and the Pacific,Credit Union / Cooperative,Unknown
100070,CCDA,Centre for Community Development Assistance,Bangladesh,South Asia,NGO,Non-profit
176803,CCDA Finance,C.C.D.A FINANCE PLC,Cambodia,East Asia and the Pacific,Unknown,Unknown
101942,CCFID,Community Collective Society for Integrated Development,India,South Asia,NGO,Non-profit
101540,CCICH,Cámara de Comercio e Industrias de Choloma,Honduras,Latin America and The Caribbean,Other,Non-profit
116498,CCI-ODAG,Caisse Coopérative Indépendante Organisation pour le Développement de l'Archidiocèse de Gitega,Burundi,Africa,Credit Union / Cooperative,Non-profit
116416,CCML,Christian Community Microfinance Ltd. (former ECLOF Ghana),Ghana,Africa,NBFI,Unknown
100100,CCODER,Center for Community Development and Research,Nepal,South Asia,NGO,Non-profit
100409,CCOM,Caixa Comunitaria De Microfinancas,Mozambique,Africa,NGO,Non-profit
145985,CCSAH MFI,CCSA Hongsa Association MFI,Laos,East Asia and the Pacific,NBFI,Unknown
145984,CCSAKX MFI,CCSA Khob-Xienghone MFI,Laos,East Asia and the Pacific,NBFI,Unknown
100358,CCT,Center for Community Transformation Credit Cooperative,Philippines,East Asia and the Pacific,Credit Union / Cooperative,Non-profit
104312,CDBD Cooperative,Colombo District Business Development Cooperative Society Ltd.,Sri Lanka,South Asia,Credit Union / Cooperative,Profit
101933,CDC,Cooperation Development Council,India,South Asia,NGO,Non-profit
120098,CDD,"Centro Dominicano de Desarrollo, Inc.",Dominican Republic,Latin America and The Caribbean,NGO,Non-profit
101116,CDE,Center for Economic Development,Romania,Eastern Europe and Central Asia,NBFI,Unknown
100083,CDIP,Center for Development Innovation and Practices,Bangladesh,South Asia,NGO,Non-profit
102519,CDM,Crédit de développement mutuel,Cameroon,Africa,Credit Union / Cooperative,Non-profit
134387,CDOT,Centre for Development Orientation and Training,India,South Asia,NGO,Non-profit
100712,CDS,Crédit du Sahel,Cameroon,Africa,NBFI,Profit
101718,CEADe,Centro Ecumênico de Apoio ao Desenvolvimento,Brazil,Latin America and The Caribbean,NGO,Non-profit
101660,CEAPE BA,Centro de Apoio aos Pequenos Empreendimentos da Bahia,Brazil,Latin America and The Caribbean,NGO,Non-profit
100415,CEAPE MA,Centro de Apoio aos Pequenos Empreendimentos do Maranhão,Brazil,Latin America and The Caribbean,NGO,Non-profit
100362,CEAPE PB,Centro de Apoio aos Pequenos Empreendimentos da Paraíba,Brazil,Latin America and The Caribbean,NGO,Non-profit
100669,CEAPE PE,Centro de Apoio aos Pequeno Empreendimentos de Pernambuco,Brazil,Latin America and The Caribbean,NGO,Non-profit
101461,CEAPE PI,Centro de Apoio aos Pequenos Empreendimentos do Piauí,Brazil,Latin America and The Caribbean,NGO,Non-profit
102874,CEAPE SE,CEAPE Sergipe,Brazil,Latin America and The Caribbean,NGO,Non-profit
160051,CEC,Caisse d'Eparge et de Credit du Cameroun,Cameroon,Africa,Credit Union / Cooperative,Non-profit
152763,CEC Canaan,Caisse d'Epargne et de Crédit Canaan,Togo,Africa,Credit Union / Cooperative,Non-profit
129003,CEC/APS,Communauté Epargne et de Crédit de l'Association pour Paix et la Solidarité,Burkina Faso,Africa,Credit Union / Cooperative,Unknown
129007,CEC/Boucle du Mouhoun,Caisse d'Epargne et de Crédit de la Boucle du Mouhoun,Burkina Faso,Africa,Credit Union / Cooperative,Non-profit
100722,CEC/RFMC,Club d'épargne et crédit du regroupement des femmes ménnonites du congo,"Congo, Democratic Republic of the",Africa,NBFI,Profit
101730,CECA,Coopérative d'Epargne et de Crédit des Artisans,Togo,Africa,Credit Union / Cooperative,Non-profit
115793,CECAD,Coopérative d'Epargne et de crédit pour l'Auto - Développement,Burundi,Africa,Credit Union / Cooperative,Non-profit
100653,CECAM,Caisses d'Epargne et de Crédit Agricoles Mutuels,Madagascar,Africa,Credit Union / Cooperative,Non-profit
127459,CECAP,Caisse d’Épargne et de Crédit Artisans du Département Podor,Senegal,Africa,Credit Union / Cooperative,Unknown
114032,CECAW,Coopérative d'Epargne et de Crédit des Artisans du Wouri,Cameroon,Africa,Credit Union / Cooperative,Non-profit
102664,CECIC  S.A.,CECIC S.A.,Cameroon,Africa,NBFI,Profit
101266,CECM,Caisse Coopérative d'Epargne et de Crédit Mutuel,Burundi,Africa,Credit Union / Cooperative,Non-profit
116209,CECPF,Coopérative d'Epargne et de Crédit pour la Promotion de la Femme,Togo,Africa,Credit Union / Cooperative,Non-profit
102995,CEC-PROM Mature,Coopératives d'Epargne et de Crédit des Promotrices,Cameroon,Africa,Credit Union / Cooperative,Non-profit
100887,CEDA Sierra Leone,Community Empowerment and Development Agency Sierra Leone,Sierra Leone,Africa,NGO,Non-profit
104169,CEDEF,Calvary Enterprise Development Foundation,Ghana,Africa,NGO,Non-profit
100518,CEF,Counterpart Enterprise Fund,Russia,Eastern Europe and Central Asia,NBFI,Non-profit
150322,CEFA,Caisse d'Epargne et de Financement Agricole,Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
130665,CEFAM,Centro de Empresarios de Famaillá,Argentina,Latin America and The Caribbean,NGO,Unknown
152717,CEF-MF Lomé,Club Entraide sans Frontière Microfinance,Togo,Africa,Credit Union / Cooperative,Non-profit
104449,CEFOR,,Madagascar,Africa,NGO,Non-profit
176800,Cellcard,Cellcard Finance Plc,Cambodia,East Asia and the Pacific,Unknown,Unknown
101550,CEMPRODECA,Asociación Centro de Promoción y Desarrollo Campesino,Costa Rica,Latin America and The Caribbean,NGO,Non-profit
100236,Centenary Bank,Centenary Bank Uganda,Uganda,Africa,Bank,Profit
170136,Center Invest Bank,Center Invest Bank,Russia,Eastern Europe and Central Asia,Bank,Unknown
101462,Central Cresol Baser,Central Cresol Baser,Brazil,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
159764,Century MFB,Century Microfinance Bank Limited,Kenya,Africa,NBFI,Profit
101084,Century RB,"Century Rural Bank, Inc.",Philippines,East Asia and the Pacific,Rural Bank,Profit
101053,CEOSS,Coptic Evangelical Organization for Social Services,Egypt,Middle East and North Africa,NGO,Non-profit
100419,CEP,Capital Aid Fund for Employment of the Poor,Vietnam,East Asia and the Pacific,NGO,Non-profit
100287,CEP-CECREV,Compte d'Epargne et de Prêt Rural - Compte d'Epargne et de Crédit Urbain,Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
100667,CEPESIU,Centro De Promoción y Empleo Para el Sector Informal Urbano,Ecuador,Latin America and The Caribbean,NGO,Non-profit
100450,CEPRODEL,Centro de Promoción del Desarrollo Local y Superación de la Pobreza,Nicaragua,Latin America and The Caribbean,NGO,Non-profit
100317,CERIDAA,CERIDAA,Benin,Africa,NGO,Non-profit
100559,CESOL ACJ,Programa de Círculos de Economía Solidaria - ACJ Ecuador,Ecuador,Latin America and The Caribbean,NGO,Non-profit
100029,CETZAM,CETZAM Opportunity Microfinance Ltd,Zambia,Africa,NBFI,Profit
100807,CEVI,"Community Economic Ventures, Inc.",Philippines,East Asia and the Pacific,NGO,Non-profit
101366,CFA,Child Fund Afghanistan,Afghanistan,South Asia,NBFI,Non-profit
136144,CFA Microfinance,Chartered Financial Assistance,Cameroon,Africa,NBFI,Profit
101686,CFCC,CFCC (Cooperative Financiere de la Communaute Chretienne),Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
100637,CFCM,Caisse Féminine d'Epargne et de Crédit Mutuelle,"Congo, Republic of the",Africa,NGO,Unknown
101092,CFE,Centre Financier aux Entrepreneurs S.A. AGASEKE,Rwanda,Africa,NBFI,Profit
144851,CFE Panama,Centro Financiero Empresarial,Panama,Latin America and The Caribbean,NBFI,Profit
102056,CFF,Cedi Finance Foundation,Ghana,Africa,NGO,Non-profit
101114,CFPA,China Foundation for Poverty Alleviation,"China, People's Republic of",East Asia and the Pacific,NGO,Non-profit
